what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1320707927525
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1320707928355
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1320707929532
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1320707929604
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1320707932903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320707933621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320707933644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320707946081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320707950483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708040950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708069550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708102812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708105036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708107622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708119447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708120698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1320708126470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708128360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708135005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708135168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708140185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708140292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708155706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708155781
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320708161504
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320708163603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1320708474813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708476049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1320708486315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708487398
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320708495659
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320708497507
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320708501088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708502943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320708522733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708541579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708612125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708613081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708650881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708652612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708676114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708679456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1320708683135
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320708709160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708714347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708716878
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1320708718327
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320708721239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708732015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708732145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708735494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708735616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708739214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708739316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1320708750175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708765931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320708785718
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1320708801736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708802872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320708842185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1320708861842
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.indent",1320708862648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708902887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708903096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708903301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708903490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708903928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708903951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708903977
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708904001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708904024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708904261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708904437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708904633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1320708905299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709074133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709981315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320709992709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320710006979
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320710013630
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320710031486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710076925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710088384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320710090257
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320710113851
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710132412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710140420
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1320710142854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710171270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714768824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714801631
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320714809836
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320714809947
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320714810256
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320714810474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714819351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714825133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714828264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714836539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320714838512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320717426075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320717435823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320717435880
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320717455395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320717460420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320717467602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320717478889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320722863250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320722915291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723438347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723454697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723771670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723775004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723777924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723777951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723780926
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320723797477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320723822919
